frame,clase,conf,cx,cy,cz,dx,dy,dz,yaw_deg,n_pts,marco
603,silla,0.924,-1.021,4.999,-0.123,0.71,0.229,0.802,172.6,2754,mundo
603,ventana,0.57,-0.724,5.152,0.663,0.561,0.081,0.053,165.8,826,mundo
603,silla,0.437,0.757,5.624,0.901,0.226,0.075,0.014,135.5,500,mundo
606,silla,0.94,-0.958,4.962,0.144,0.592,0.202,0.252,179.0,1859,mundo
606,mesa,0.878,1.563,5.492,0.774,0.365,0.16,0.294,174.7,2900,mundo
606,ventana,0.498,-0.689,5.201,0.577,0.568,0.182,0.224,172.1,2062,mundo
609,silla,0.935,-0.966,4.98,0.104,0.61,0.227,0.347,179.0,1863,mundo
609,mesa,0.844,1.544,5.486,0.758,0.356,0.156,0.287,171.4,2621,mundo
612,silla,0.946,-0.964,4.971,0.121,0.603,0.208,0.314,-179.9,1832,mundo
612,mesa,0.818,1.53,5.483,0.749,0.322,0.163,0.248,170.9,2406,mundo
615,silla,0.957,-0.967,4.963,0.119,0.6,0.192,0.303,-179.4,1642,mundo
615,mesa,0.785,1.487,5.505,0.745,0.254,0.122,0.251,-170.7,1830,mundo
615,ventana,0.403,0.694,5.649,0.879,0.224,0.062,0.219,-65.1,1044,mundo
618,silla,0.962,-1.015,4.984,-0.124,0.696,0.215,0.808,173.8,2626,mundo
618,mesa,0.716,1.523,5.508,0.741,0.312,0.123,0.257,169.3,2338,mundo
621,silla,0.934,-0.97,4.955,0.149,0.593,0.175,0.244,179.6,1629,mundo
621,mesa,0.627,1.502,5.612,0.598,0.55,0.377,0.514,-161.4,3183,mundo
624,silla,0.932,-0.96,4.983,0.124,0.605,0.217,0.307,179.7,1908,mundo
624,mesa,0.47,1.503,5.515,0.722,0.245,0.112,0.228,-173.7,1481,mundo
627,silla,0.936,-0.956,4.983,0.151,0.604,0.215,0.251,-179.4,1748,mundo
627,mesa,0.506,1.512,5.502,0.725,0.209,0.151,0.226,179.5,1588,mundo
630,silla,0.933,-0.959,4.98,0.132,0.597,0.205,0.286,179.3,1908,mundo
630,silla,0.531,0.515,5.405,0.594,0.439,0.172,0.19,169.7,1101,mundo
630,mesa,0.526,1.594,5.682,0.518,0.153,0.099,0.154,176.7,524,mundo
633,silla,0.912,-0.803,4.942,0.151,0.299,0.157,0.259,-146.7,1109,mundo
633,silla,0.423,0.504,5.405,0.6,0.446,0.184,0.132,165.9,999,mundo
633,mesa,0.419,1.61,5.643,0.511,0.123,0.078,0.169,-179.0,408,mundo
636,silla,0.91,-0.973,4.967,0.157,0.606,0.188,0.241,179.2,1697,mundo
636,silla,0.598,0.537,5.447,0.53,0.61,0.442,0.274,171.5,2698,mundo
636,mesa,0.416,1.592,5.624,0.512,0.113,0.055,0.102,-179.8,322,mundo
639,silla,0.912,-0.975,4.977,0.146,0.609,0.186,0.273,177.6,1815,mundo
642,silla,0.934,-0.974,4.979,0.142,0.607,0.2,0.279,177.4,1774,mundo
642,silla,0.409,0.466,5.42,0.511,0.542,0.279,0.276,153.2,2163,mundo
645,silla,0.934,-0.984,4.975,0.121,0.63,0.181,0.299,175.9,2030,mundo
648,silla,0.936,-0.963,4.977,0.073,0.596,0.216,0.391,177.3,2212,mundo
648,silla,0.512,0.512,5.4,0.57,0.42,0.175,0.207,178.7,1090,mundo
651,silla,0.943,-0.971,4.966,0.106,0.585,0.194,0.33,179.1,1811,mundo
651,silla,0.564,0.532,5.485,0.54,0.649,0.407,0.286,171.4,3231,mundo
654,silla,0.927,-0.966,4.978,0.146,0.575,0.208,0.263,-178.4,1827,mundo
654,silla,0.472,0.52,5.397,0.543,0.427,0.148,0.223,-175.0,1014,mundo
657,silla,0.944,-0.957,5.0,0.148,0.575,0.247,0.281,-178.8,1843,mundo
660,silla,0.929,-0.949,4.999,0.133,0.594,0.226,0.305,-178.2,2046,mundo
660,silla,0.629,0.482,5.396,0.503,0.543,0.272,0.288,162.8,2208,mundo
663,silla,0.925,-0.946,4.992,0.122,0.558,0.216,0.318,-176.9,2104,mundo
663,mesa,0.428,1.581,5.392,0.541,0.151,0.09,0.081,129.4,555,mundo
666,silla,0.955,-0.948,4.975,0.141,0.557,0.201,0.277,-176.4,1807,mundo
666,mesa,0.472,0.874,4.304,-0.056,0.261,0.037,0.047,69.8,355,mundo
669,silla,0.93,-0.809,4.976,0.131,0.276,0.189,0.305,-145.5,1089,mundo
669,mesa,0.632,1.578,5.367,0.576,0.233,0.086,0.13,100.3,697,mundo
669,silla,0.403,0.438,5.458,0.528,0.615,0.29,0.295,144.2,2458,mundo
672,silla,0.938,-0.949,4.975,0.13,0.56,0.213,0.283,-177.5,1898,mundo
672,mesa,0.732,1.505,5.521,0.787,0.297,0.069,0.044,103.6,701,mundo
675,silla,0.952,-0.95,5.012,0.117,0.562,0.276,0.34,-174.3,1846,mundo
675,mesa,0.727,1.597,5.357,0.628,0.333,0.08,0.153,-7.2,1010,mundo
675,mesa,0.477,0.114,5.037,0.158,1.352,0.231,0.154,175.8,4064,mundo
678,silla,0.938,-0.955,5.018,0.146,0.551,0.267,0.294,-172.3,1879,mundo
678,mesa,0.709,1.603,5.359,0.585,0.249,0.09,0.162,6.9,803,mundo
681,silla,0.964,-1.33,5.406,-0.096,0.211,0.081,0.337,-146.5,665,mundo
681,mesa,0.798,0.948,4.188,-0.54,0.249,0.026,0.311,160.9,1137,mundo
684,silla,0.958,-0.954,4.981,0.132,0.57,0.237,0.317,-174.4,2112,mundo
684,mesa,0.794,1.63,5.423,0.7,0.264,0.103,0.465,-133.6,2061,mundo
687,silla,0.956,-0.824,4.918,0.115,0.445,0.211,0.392,146.3,1342,mundo
687,mesa,0.767,1.571,5.444,0.697,0.277,0.226,0.478,150.7,3816,mundo
690,silla,0.961,-0.847,4.919,0.167,0.329,0.16,0.412,137.4,1257,mundo
690,mesa,0.8,0.939,4.168,-0.536,0.275,0.029,0.352,164.1,1341,mundo
693,silla,0.953,-0.838,4.918,0.165,0.377,0.16,0.392,145.3,1144,mundo
693,mesa,0.727,0.942,4.164,-0.454,0.338,0.203,0.367,164.3,1995,mundo
696,silla,0.956,-0.825,4.929,0.153,0.436,0.188,0.378,149.6,1380,mundo
696,mesa,0.773,1.571,5.439,0.69,0.317,0.271,0.486,157.2,4183,mundo
699,silla,0.975,-0.839,4.897,0.101,0.432,0.184,0.421,137.9,1453,mundo
699,mesa,0.796,1.605,5.478,0.688,0.359,0.294,0.484,164.5,4011,mundo
699,mesa,0.504,0.069,5.153,0.232,1.368,0.574,0.302,-173.9,5354,mundo
702,silla,0.935,-0.82,4.935,0.17,0.359,0.162,0.365,153.0,1378,mundo
702,mesa,0.809,1.654,5.488,0.689,0.43,0.297,0.481,179.0,3762,mundo
705,silla,0.968,-0.818,4.926,0.172,0.318,0.133,0.379,143.1,1063,mundo
705,mesa,0.829,1.64,5.471,0.696,0.36,0.232,0.459,172.7,3022,mundo
705,mesa,0.526,0.278,5.14,0.236,0.853,0.589,0.3,-166.0,3758,mundo
708,silla,0.975,-0.812,4.921,0.114,0.456,0.183,0.412,141.7,1520,mundo
708,mesa,0.723,1.67,5.475,0.691,0.44,0.249,0.465,-174.2,3279,mundo
708,mesa,0.464,0.14,4.984,0.154,0.973,0.192,0.139,-174.4,3353,mundo
711,silla,0.946,-0.819,4.933,0.157,0.345,0.15,0.403,142.8,1332,mundo
711,mesa,0.835,1.708,5.506,0.686,0.506,0.291,0.474,-162.9,3668,mundo
711,mesa,0.568,0.048,5.124,0.193,1.476,0.436,0.215,178.6,5758,mundo
714,silla,0.952,-0.826,4.954,0.164,0.413,0.176,0.38,158.3,1343,mundo
714,mesa,0.84,1.377,4.674,0.432,0.414,0.267,0.467,139.4,3113,mundo
714,mesa,0.591,0.406,4.999,0.148,1.065,0.195,0.14,-174.3,3416,mundo
717,silla,0.966,-0.826,4.933,0.146,0.413,0.173,0.403,147.0,1520,mundo
717,mesa,0.822,1.64,5.452,0.696,0.436,0.223,0.522,-175.1,4615,mundo
717,mesa,0.751,0.232,4.989,0.15,0.925,0.179,0.14,-173.8,3395,mundo
720,silla,0.945,-0.816,4.946,0.172,0.422,0.187,0.387,151.4,1352,mundo
720,mesa,0.836,1.421,4.637,0.426,0.271,0.249,0.435,-178.2,1946,mundo
720,mesa,0.683,0.012,5.11,0.186,1.449,0.438,0.197,178.4,4976,mundo
723,silla,0.942,-0.821,4.943,0.176,0.396,0.172,0.404,144.8,1466,mundo
723,mesa,0.857,1.383,4.703,0.445,0.377,0.341,0.475,151.0,3428,mundo
726,silla,0.953,-0.85,4.912,0.175,0.399,0.146,0.43,135.1,1490,mundo
726,mesa,0.878,1.36,4.669,0.442,0.395,0.51,0.485,141.3,4158,mundo
726,mesa,0.641,0.317,4.997,0.165,0.944,0.206,0.12,-173.2,3265,mundo
729,silla,0.945,-0.82,4.933,0.169,0.391,0.152,0.405,139.0,1305,mundo
729,mesa,0.885,1.385,4.693,0.431,0.404,0.432,0.467,144.1,3977,mundo
729,mesa,0.611,0.338,5.0,0.153,0.944,0.198,0.139,-173.9,3398,mundo
732,silla,0.942,-0.824,4.934,0.184,0.42,0.152,0.446,142.1,1561,mundo
732,mesa,0.877,1.392,4.683,0.433,0.422,0.298,0.456,145.4,3776,mundo
732,mesa,0.758,0.065,4.981,0.163,1.584,0.27,0.157,179.7,5082,mundo
735,silla,0.904,-1.159,5.273,-0.03,0.538,0.379,0.516,138.9,1946,mundo
735,mesa,0.829,1.417,4.671,0.443,0.535,0.475,0.477,-62.2,4278,mundo
735,mesa,0.762,-0.008,4.991,0.164,1.415,0.239,0.146,-179.9,4886,mundo
738,silla,0.887,-0.829,4.912,0.16,0.394,0.154,0.379,134.2,1406,mundo
738,mesa,0.859,1.602,5.452,0.656,0.466,0.219,0.529,169.3,5851,mundo
738,mesa,0.792,-0.03,5.016,0.168,1.412,0.246,0.157,178.0,5326,mundo
741,silla,0.919,-0.852,4.906,0.156,0.444,0.194,0.439,136.5,1660,mundo
741,mesa,0.869,1.592,5.444,0.671,0.4,0.23,0.497,166.8,4049,mundo
744,mesa,0.826,0.165,4.999,0.152,1.039,0.189,0.138,179.6,3726,mundo
744,mesa,0.825,1.397,4.649,0.442,0.461,0.355,0.484,148.0,3626,mundo
747,mesa,0.861,1.381,4.645,0.434,0.441,0.37,0.479,150.0,3920,mundo
747,mesa,0.8,-0.039,5.015,0.166,1.427,0.193,0.158,176.9,5201,mundo
747,silla,0.754,-0.795,4.951,0.158,0.448,0.17,0.403,144.0,1444,mundo
750,mesa,0.913,1.388,4.639,0.441,0.45,0.384,0.482,152.4,4023,mundo
750,mesa,0.843,0.154,5.006,0.154,1.046,0.181,0.128,176.6,3434,mundo
753,mesa,0.906,1.394,4.641,0.434,0.466,0.351,0.489,149.2,4109,mundo
753,mesa,0.824,0.326,4.999,0.16,1.054,0.156,0.108,178.1,2773,mundo
753,silla,0.747,-0.984,5.014,0.028,0.553,0.325,0.497,-179.7,2602,mundo
756,mesa,0.869,1.397,4.642,0.438,0.476,0.381,0.512,143.2,4165,mundo
756,mesa,0.818,0.137,5.022,0.163,0.989,0.192,0.116,175.9,3287,mundo
759,mesa,0.875,1.37,4.629,0.433,0.454,0.363,0.483,142.3,4163,mundo
759,mesa,0.835,0.315,5.022,0.15,1.042,0.246,0.127,177.1,3069,mundo
759,silla,0.768,-1.269,5.422,-0.079,0.406,0.132,0.191,-81.2,881,mundo
762,mesa,0.896,1.399,4.643,0.442,0.487,0.42,0.523,141.9,3914,mundo
762,mesa,0.767,-0.065,5.006,0.172,1.394,0.191,0.169,173.4,4517,mundo
765,mesa,0.885,1.397,4.614,0.43,0.675,0.35,0.493,-73.7,4597,mundo
765,mesa,0.844,0.292,4.986,0.149,1.064,0.239,0.135,176.1,3360,mundo
768,mesa,0.846,1.358,4.61,0.431,0.492,0.368,0.488,-46.5,4104,mundo
768,mesa,0.781,-0.329,5.141,-0.556,1.211,0.349,0.21,152.8,2414,mundo
771,mesa,0.839,1.361,4.652,0.428,0.489,0.407,0.502,-50.1,4017,mundo
771,mesa,0.819,0.089,5.121,0.223,1.613,0.71,0.295,169.3,7026,mundo
774,mesa,0.816,1.38,4.684,0.431,0.47,0.484,0.494,-50.4,4383,mundo
774,mesa,0.809,-0.321,5.194,-0.53,1.271,0.439,0.229,150.8,3031,mundo
777,mesa,0.821,1.612,5.483,0.673,0.381,0.225,0.596,159.9,4858,mundo
777,mesa,0.798,-0.291,5.113,-0.486,1.183,0.401,0.253,156.3,2656,mundo
780,silla,0.73,0.889,4.471,0.171,0.405,0.069,0.22,-85.6,547,mundo
780,mesa,0.6,-0.296,5.136,-0.523,1.206,0.449,0.197,156.3,2478,mundo
783,mesa,0.771,0.034,5.172,0.24,1.269,0.724,0.308,164.6,5802,mundo
783,silla,0.753,1.513,5.477,0.411,0.326,0.228,0.21,172.8,1114,mundo
786,mesa,0.711,0.01,5.019,0.171,1.274,0.226,0.172,172.2,4383,mundo
786,silla,0.642,0.876,4.472,0.187,0.387,0.062,0.217,-84.2,525,mundo
789,mesa,0.658,1.302,5.373,0.5,0.687,0.301,0.884,-139.3,6205,mundo
789,mesa,0.554,1.042,5.584,0.439,0.408,0.131,0.325,174.0,2715,mundo
792,mesa,0.732,0.115,5.029,0.156,1.349,0.285,0.151,171.9,3757,mundo
792,mesa,0.633,1.346,4.652,0.439,0.442,0.419,0.477,-47.5,4652,mundo
795,silla,0.739,1.54,5.496,0.459,0.327,0.187,0.113,145.0,741,mundo
795,mesa,0.727,-0.13,5.047,-0.54,0.9,0.331,0.149,165.9,1983,mundo
798,mesa,0.8,0.123,5.069,0.182,1.294,0.347,0.205,170.2,4214,mundo
798,silla,0.652,1.535,5.512,0.465,0.318,0.176,0.104,146.1,763,mundo
801,mesa,0.783,0.14,5.065,0.177,1.292,0.34,0.194,170.6,4491,mundo
801,silla,0.686,1.521,5.428,0.42,0.323,0.16,0.264,-121.5,738,mundo
804,mesa,0.821,0.139,5.065,0.177,1.27,0.333,0.19,169.8,4436,mundo
804,silla,0.603,0.876,4.466,0.168,0.392,0.075,0.215,-83.8,536,mundo
807,mesa,0.783,-0.21,5.045,-0.555,1.162,0.272,0.17,160.5,2126,mundo
807,silla,0.55,1.537,5.477,0.479,0.191,0.098,0.282,-96.0,656,mundo
810,mesa,0.769,0.136,5.067,0.185,1.269,0.329,0.203,168.4,4183,mundo
810,silla,0.51,1.444,5.452,0.354,0.379,0.103,0.307,-94.2,985,mundo
813,mesa,0.766,0.123,5.065,0.183,1.271,0.335,0.2,168.3,4298,mundo
816,mesa,0.761,0.143,5.067,0.183,1.259,0.341,0.198,168.8,4487,mundo
816,silla,0.552,1.416,5.415,0.334,0.469,0.116,0.392,-92.9,953,mundo
819,mesa,0.791,0.124,5.007,0.167,1.285,0.192,0.162,168.9,4386,mundo
819,silla,0.645,1.482,5.424,0.391,0.388,0.203,0.389,-94.6,994,mundo
822,mesa,0.781,0.113,5.031,0.169,1.312,0.226,0.165,169.6,4274,mundo
822,silla,0.711,0.895,4.476,0.143,0.406,0.126,0.252,-79.7,669,mundo
825,mesa,0.819,0.106,5.014,0.165,1.3,0.197,0.158,169.5,4301,mundo
825,silla,0.803,1.496,5.481,0.406,0.395,0.235,0.217,-166.6,1083,mundo
828,mesa,0.78,0.087,5.0,0.154,1.324,0.17,0.139,168.9,3831,mundo
828,silla,0.71,1.549,5.505,0.464,0.321,0.152,0.118,154.4,771,mundo
831,mesa,0.737,0.005,5.031,-0.285,0.349,0.126,0.301,-172.6,1964,mundo
831,mesa,0.519,1.451,5.418,0.549,0.694,0.361,0.773,-163.8,5619,mundo
834,mesa,0.733,0.143,5.166,0.237,1.311,0.627,0.32,162.6,5232,mundo
834,silla,0.4,1.53,5.507,0.428,0.337,0.172,0.165,176.4,832,mundo
837,mesa,0.788,-0.165,5.118,0.196,0.738,0.348,0.229,163.4,2875,mundo
837,mesa,0.465,1.542,5.414,0.612,0.525,0.352,0.644,170.0,5415,mundo
840,mesa,0.783,0.109,5.022,0.169,1.306,0.266,0.178,170.1,4130,mundo
840,silla,0.448,1.541,5.532,0.453,0.306,0.09,0.118,169.4,674,mundo
843,mesa,0.77,1.036,5.565,0.436,0.461,0.114,0.297,179.0,2585,mundo
843,silla,0.473,1.475,5.477,0.408,0.388,0.23,0.22,-158.8,1098,mundo
846,mesa,0.816,0.124,5.035,0.169,1.343,0.257,0.174,169.5,3961,mundo
846,silla,0.583,1.425,5.401,0.38,0.559,0.285,0.261,-143.2,1276,mundo
849,mesa,0.816,0.107,5.009,0.166,1.314,0.209,0.173,170.3,4488,mundo
849,silla,0.71,1.566,5.513,0.462,0.322,0.155,0.145,152.4,940,mundo
852,mesa,0.855,0.113,5.001,0.166,1.318,0.2,0.171,169.8,3971,mundo
852,silla,0.696,1.469,5.482,0.415,0.405,0.221,0.207,-150.6,1060,mundo
855,mesa,0.816,-0.055,5.012,0.168,1.021,0.157,0.172,168.1,2919,mundo
855,silla,0.65,1.527,5.537,0.453,0.162,0.106,0.235,-73.8,861,mundo
858,mesa,0.815,0.113,4.988,0.167,1.346,0.192,0.172,170.3,3844,mundo
858,silla,0.702,1.457,5.484,0.409,0.427,0.17,0.239,-143.9,1180,mundo
861,mesa,0.745,1.059,5.585,0.44,0.459,0.098,0.303,178.2,2848,mundo
861,silla,0.69,1.386,5.354,0.319,0.697,0.208,0.427,-133.6,1560,mundo
864,mesa,0.744,0.125,5.063,0.193,1.37,0.331,0.226,167.9,4420,mundo
864,silla,0.57,1.523,5.525,0.44,0.255,0.121,0.21,-173.4,1139,mundo
867,mesa,0.778,-0.025,5.068,0.194,1.041,0.344,0.227,165.5,3135,mundo
867,mesa,0.594,1.366,5.365,0.485,0.702,0.217,0.822,-136.3,4425,mundo
870,mesa,0.793,0.122,5.048,0.194,1.332,0.346,0.23,167.8,4047,mundo
870,mesa,0.711,1.397,4.658,0.406,0.481,0.552,0.469,135.6,3762,mundo
873,mesa,0.806,0.153,4.976,0.145,1.389,0.196,0.128,172.0,3457,mundo
873,mesa,0.509,1.425,4.711,0.408,0.462,0.455,0.468,-47.3,3798,mundo
876,mesa,0.747,0.123,4.982,0.151,1.346,0.198,0.142,171.9,3279,mundo
876,mesa,0.532,1.51,4.612,0.421,0.732,0.528,0.448,-75.6,4393,mundo
879,silla,0.86,1.541,5.565,0.466,0.211,0.115,0.192,166.7,1216,mundo
879,mesa,0.778,0.125,4.958,0.145,1.328,0.146,0.134,172.0,3233,mundo
882,silla,0.877,1.551,5.554,0.468,0.224,0.122,0.185,160.0,1159,mundo
882,mesa,0.784,0.138,5.046,0.188,1.336,0.34,0.214,168.6,3988,mundo
885,mesa,0.785,0.146,5.045,0.188,1.328,0.347,0.215,168.8,3729,mundo
885,silla,0.759,1.559,5.564,0.471,0.2,0.147,0.187,159.8,1076,mundo
888,mesa,0.793,0.143,4.997,0.163,1.327,0.211,0.161,171.5,3465,mundo
888,silla,0.629,1.58,5.461,0.461,0.335,0.201,0.221,149.8,1474,mundo
891,mesa,0.788,0.148,4.991,0.165,1.307,0.188,0.164,171.4,3269,mundo
891,silla,0.513,1.529,5.485,0.462,0.202,0.173,0.214,165.8,1144,mundo
894,mesa,0.764,0.138,4.962,0.144,1.331,0.11,0.123,172.6,2785,mundo
894,silla,0.519,1.529,5.494,0.472,0.198,0.122,0.183,154.9,1128,mundo
897,mesa,0.766,0.146,4.981,0.154,1.328,0.144,0.142,172.3,3186,mundo
897,silla,0.669,1.595,5.468,0.47,0.319,0.128,0.209,146.0,1465,mundo
900,mesa,0.83,0.715,5.579,-0.207,0.537,0.2,0.622,157.3,3261,mundo
900,silla,0.535,1.525,5.489,0.462,0.193,0.145,0.219,160.4,1243,mundo
903,mesa,0.857,0.111,4.967,0.156,1.402,0.095,0.146,172.5,3112,mundo
906,mesa,0.778,0.729,5.608,-0.201,0.528,0.155,0.613,160.1,2949,mundo
906,silla,0.629,1.534,5.484,0.468,0.174,0.146,0.22,165.9,1192,mundo
909,mesa,0.847,0.106,4.962,0.16,1.401,0.126,0.155,173.7,3129,mundo
909,mesa,0.687,1.632,5.449,0.601,0.305,0.131,0.431,142.6,2692,mundo
912,mesa,0.761,0.093,4.993,0.163,1.427,0.175,0.164,173.4,3139,mundo
912,mesa,0.756,1.615,5.487,0.602,0.338,0.105,0.421,149.7,3642,mundo
915,mesa,0.672,1.574,5.492,0.594,0.45,0.126,0.415,152.9,4209,mundo
915,mesa,0.665,0.731,5.607,-0.204,0.537,0.212,0.611,155.3,3721,mundo
918,mesa,0.834,0.743,5.632,-0.205,0.543,0.288,0.615,159.3,3613,mundo
918,mesa,0.475,1.592,5.475,0.581,0.396,0.167,0.393,148.4,4012,mundo
921,mesa,0.842,0.052,4.959,0.166,1.455,0.272,0.176,173.0,3822,mundo
921,mesa,0.417,1.515,5.517,0.566,0.161,0.082,0.374,160.0,2072,mundo
924,mesa,0.836,0.049,4.92,0.162,1.531,0.167,0.168,173.2,4013,mundo
924,mesa,0.522,1.601,5.491,0.575,0.348,0.065,0.37,150.7,3509,mundo
927,mesa,0.832,0.039,4.932,0.164,1.488,0.155,0.168,173.0,4108,mundo
927,mesa,0.649,1.62,5.471,0.585,0.357,0.084,0.372,147.1,3508,mundo
930,mesa,0.788,0.712,5.578,-0.21,0.544,0.274,0.616,157.5,3964,mundo
930,mesa,0.694,1.69,5.426,0.576,0.19,0.101,0.325,140.7,1466,mundo
933,mesa,0.736,0.039,4.991,0.17,1.505,0.189,0.168,174.2,3942,mundo
933,mesa,0.698,1.648,5.47,0.568,0.346,0.149,0.341,145.1,2950,mundo
936,mesa,0.787,1.643,5.448,0.575,0.361,0.151,0.35,144.6,3199,mundo
936,mesa,0.767,0.008,5.001,0.179,1.621,0.187,0.155,175.0,4052,mundo
939,mesa,0.877,1.696,5.409,0.569,0.232,0.135,0.33,145.1,2045,mundo
939,mesa,0.827,-0.004,4.989,0.173,1.611,0.196,0.165,175.1,4017,mundo
942,mesa,0.788,1.651,5.439,0.562,0.368,0.153,0.338,149.8,3100,mundo
942,mesa,0.758,-0.004,4.977,0.172,1.6,0.219,0.194,175.7,4641,mundo
945,mesa,0.823,1.72,5.429,0.556,0.275,0.092,0.308,162.0,2265,mundo
945,mesa,0.707,0.485,5.579,-0.205,0.968,0.193,0.62,168.7,4954,mundo
948,mesa,0.736,1.745,5.449,0.578,0.329,0.103,0.124,-37.2,1028,mundo
948,silla,0.561,-0.781,5.029,0.205,0.264,0.136,0.088,127.4,663,mundo
951,mesa,0.779,0.91,4.637,0.069,0.365,0.099,0.421,56.9,874,mundo
951,silla,0.747,-0.769,5.006,0.19,0.288,0.133,0.105,129.7,710,mundo
954,silla,0.661,-0.773,5.014,0.193,0.278,0.145,0.089,131.2,663,mundo
954,silla,0.498,1.206,4.635,-0.538,0.16,0.02,0.235,158.9,715,mundo
957,silla,0.707,-0.769,5.011,0.206,0.25,0.152,0.101,132.6,763,mundo
960,silla,0.791,-0.829,4.904,0.174,0.198,0.097,0.18,70.4,464,mundo
960,silla,0.526,1.774,5.423,0.61,0.123,0.108,0.13,149.2,573,mundo
963,silla,0.793,-0.782,4.997,-0.042,0.286,0.157,0.652,-97.1,1520,mundo
966,silla,0.84,-0.812,4.977,-0.039,0.25,0.199,0.666,-95.9,1442,mundo
969,silla,0.777,-0.813,4.969,-0.042,0.258,0.202,0.658,-93.7,1382,mundo
972,silla,0.815,-0.772,4.984,-0.046,0.309,0.131,0.657,-90.9,1504,mundo
975,silla,0.75,-0.8,4.979,-0.04,0.299,0.185,0.655,-91.4,1364,mundo
978,silla,0.819,-0.793,4.96,-0.04,0.26,0.168,0.655,-90.8,1427,mundo
981,silla,0.791,-0.795,4.953,-0.037,0.241,0.164,0.65,-91.2,1407,mundo
984,silla,0.81,-0.786,4.984,-0.045,0.3,0.152,0.666,-88.7,1505,mundo
987,silla,0.757,-0.764,4.999,0.171,0.185,0.125,0.079,90.4,543,mundo
990,silla,0.835,-0.786,4.958,-0.041,0.224,0.172,0.641,-105.1,1535,mundo
993,silla,0.815,-0.759,4.958,-0.046,0.22,0.093,0.648,-96.5,1429,mundo
996,silla,0.809,-1.281,5.345,-0.01,0.147,0.095,0.185,127.9,675,mundo
999,silla,0.837,-0.826,4.934,-0.052,0.339,0.211,0.65,-128.4,1639,mundo
1002,silla,0.632,-1.355,5.336,-0.025,0.193,0.082,0.304,-88.2,887,mundo
1005,silla,0.734,-0.804,4.955,0.049,0.292,0.147,0.445,-72.8,1273,mundo
1005,mesa,0.425,-0.727,5.669,-0.289,0.469,0.141,0.458,173.5,3468,mundo
1056,silla,0.441,-0.97,4.98,-0.05,0.503,0.214,0.648,175.0,3257,mundo
1059,silla,0.515,-0.975,4.976,-0.124,0.499,0.192,0.797,-180.0,2776,mundo
1065,silla,0.537,-0.976,4.984,-0.124,0.527,0.225,0.798,175.4,4079,mundo
1068,silla,0.621,-1.131,4.893,-0.46,0.448,0.197,0.148,165.9,1230,mundo
1071,silla,0.672,-1.112,4.886,-0.52,0.51,0.05,0.153,166.0,1189,mundo
1074,silla,0.629,-1.132,4.893,-0.492,0.433,0.111,0.127,164.9,949,mundo
1077,silla,0.558,-1.179,4.902,-0.494,0.456,0.107,0.13,164.6,1046,mundo
1080,silla,0.68,-1.102,4.89,-0.482,0.47,0.137,0.147,164.8,1276,mundo
1083,silla,0.793,-1.076,4.895,-0.381,0.473,0.419,0.14,-1.9,1574,mundo
1086,silla,0.804,-1.006,5.013,-0.04,0.587,0.245,0.633,173.3,3436,mundo
1089,silla,0.669,-0.958,4.959,-0.041,0.486,0.135,0.633,-175.0,1913,mundo
1092,silla,0.598,-0.985,4.999,-0.12,0.566,0.217,0.795,172.9,4079,mundo
1095,silla,0.697,-0.973,4.984,-0.045,0.506,0.194,0.642,175.4,3279,mundo
1098,silla,0.655,-0.977,5.004,-0.052,0.533,0.202,0.649,177.7,1794,mundo
1101,silla,0.717,-1.073,4.969,0.056,0.341,0.219,0.44,135.0,1514,mundo
1104,silla,0.573,-1.091,5.007,0.026,0.394,0.249,0.503,145.1,1850,mundo
1107,silla,0.718,-1.1,5.006,0.03,0.387,0.248,0.5,137.6,1937,mundo
1110,silla,0.773,-1.099,5.006,0.025,0.397,0.228,0.509,-46.0,1754,mundo
1113,silla,0.78,-0.981,5.009,-0.045,0.54,0.224,0.65,174.8,3485,mundo
1116,silla,0.771,-1.106,5.014,0.021,0.442,0.239,0.517,137.4,1935,mundo
1119,silla,0.626,-1.151,5.172,0.023,0.721,0.331,0.521,-64.3,2922,mundo
1122,silla,0.694,-1.084,5.001,0.024,0.461,0.239,0.512,139.3,2013,mundo
1125,silla,0.768,-1.13,5.044,0.021,0.347,0.214,0.503,-59.2,2010,mundo
1128,silla,0.753,-1.07,4.978,0.033,0.437,0.225,0.503,141.3,2068,mundo
1131,silla,0.786,-0.98,4.987,-0.034,0.521,0.207,0.631,174.1,3368,mundo
1134,silla,0.507,-0.973,4.982,-0.027,0.509,0.213,0.625,175.4,3231,mundo
1137,silla,0.749,-0.981,4.991,-0.036,0.527,0.242,0.646,172.1,3058,mundo
1140,silla,0.663,-0.992,4.99,-0.044,0.532,0.239,0.664,170.9,2743,mundo
1143,silla,0.703,-0.986,4.999,-0.041,0.54,0.254,0.656,172.7,3278,mundo
1146,silla,0.669,-1.08,5.015,0.028,0.409,0.275,0.521,143.1,1741,mundo
1149,silla,0.594,-0.985,4.99,-0.031,0.528,0.247,0.631,172.4,3319,mundo
1152,silla,0.523,-0.983,4.983,-0.029,0.493,0.22,0.634,173.5,2960,mundo
1284,puerta,0.579,-5.981,5.008,1.489,0.454,0.36,0.149,-97.6,1418,mundo
1290,puerta,0.639,-5.988,5.037,1.439,0.492,0.497,0.074,-98.6,1500,mundo
