frame,clase,conf,cx,cy,cz,dx,dy,dz,yaw_deg,n_pts,marco
2235,mesa,0.926,0.657,3.289,0.169,0.877,0.263,0.157,-84.9,2229,mundo
2235,silla,0.901,1.298,4.509,0.316,0.308,0.176,0.082,-99.4,548,mundo
2235,silla,0.9,1.534,1.798,0.386,0.312,0.137,0.208,-88.9,644,mundo
2235,ventana,0.444,1.64,2.34,0.967,1.259,0.807,0.167,-94.8,6469,mundo
2238,mesa,0.933,0.652,3.31,0.165,0.876,0.249,0.162,-84.8,2155,mundo
2238,silla,0.884,1.537,1.764,0.366,0.331,0.15,0.249,-92.5,753,mundo
2238,silla,0.861,1.29,4.471,0.308,0.258,0.162,0.066,-118.4,416,mundo
2238,ventana,0.433,1.229,3.305,0.724,0.752,0.557,0.647,-88.7,4886,mundo
2241,mesa,0.939,0.655,3.3,0.167,0.912,0.236,0.163,-87.0,2076,mundo
2241,silla,0.919,1.558,1.768,0.387,0.371,0.15,0.208,-82.3,722,mundo
2241,silla,0.821,1.541,4.225,0.301,0.261,0.049,0.228,177.3,387,mundo
2244,mesa,0.928,0.658,3.32,0.165,0.867,0.242,0.173,-86.8,2203,mundo
2244,silla,0.843,1.35,4.511,0.322,0.169,0.116,0.067,-122.0,289,mundo
2244,silla,0.843,1.559,1.779,0.428,0.314,0.079,0.129,-83.2,477,mundo
2247,mesa,0.945,0.661,3.318,0.173,0.874,0.254,0.165,-88.9,2255,mundo
2247,silla,0.839,1.551,1.737,0.371,0.322,0.142,0.25,-96.2,652,mundo
2247,silla,0.596,0.923,4.506,0.226,0.384,0.098,0.036,-101.1,345,mundo
2250,mesa,0.951,0.686,3.309,0.169,0.888,0.264,0.174,-90.0,2241,mundo
2250,silla,0.902,1.549,1.737,0.371,0.334,0.129,0.257,-95.8,676,mundo
2250,ventana,0.448,1.344,3.307,0.687,1.068,0.632,0.476,-92.3,8569,mundo
2253,mesa,0.974,0.684,3.292,0.175,0.9,0.262,0.167,-89.4,2456,mundo
2253,silla,0.746,0.884,4.48,0.219,0.349,0.087,0.033,-107.6,352,mundo
2253,ventana,0.54,1.21,3.32,0.702,1.072,0.689,0.761,-92.3,9085,mundo
2256,mesa,0.97,0.677,3.285,0.167,0.925,0.273,0.162,-88.9,2264,mundo
2256,silla,0.926,1.56,1.721,0.366,0.324,0.143,0.249,-96.9,647,mundo
2259,mesa,0.965,0.694,3.302,0.17,0.88,0.33,0.157,-89.3,2251,mundo
2259,silla,0.917,1.595,1.723,0.392,0.341,0.126,0.217,-90.0,746,mundo
2259,ventana,0.45,1.424,-0.4,1.305,1.271,1.201,0.301,-95.0,4858,mundo
2262,mesa,0.961,0.678,3.296,0.171,0.901,0.319,0.162,-90.8,2160,mundo
2262,silla,0.882,1.597,1.726,0.406,0.347,0.089,0.221,-92.6,685,mundo
2262,ventana,0.454,1.287,3.261,0.604,1.035,0.542,0.554,-92.0,7190,mundo
2265,mesa,0.954,0.684,3.31,0.173,0.891,0.333,0.158,-92.2,2162,mundo
2268,mesa,0.948,0.699,3.279,0.175,0.962,0.368,0.154,-90.5,2242,mundo
2271,silla,0.918,1.57,1.741,0.405,0.388,0.133,0.224,-86.6,634,mundo
2271,mesa,0.901,0.699,3.255,0.134,0.976,0.374,0.234,-88.8,2521,mundo
2274,mesa,0.925,0.702,3.344,0.17,0.851,0.332,0.159,-96.9,2129,mundo
2274,silla,0.905,1.542,1.759,0.412,0.415,0.092,0.194,-80.8,748,mundo
2274,ventana,0.416,1.214,3.281,0.684,1.041,0.636,0.696,-92.1,8897,mundo
2277,mesa,0.956,0.695,3.326,0.163,0.892,0.328,0.178,-95.3,2276,mundo
2277,silla,0.919,1.58,1.741,0.414,0.427,0.114,0.208,-83.3,888,mundo
2280,silla,0.893,1.545,1.736,0.409,0.366,0.097,0.21,-89.0,647,mundo
2280,mesa,0.879,0.67,3.325,0.093,0.87,0.283,0.297,-92.1,2282,mundo
2280,silla,0.53,0.891,4.495,0.225,0.238,0.061,0.029,-86.1,217,mundo
2283,silla,0.907,1.558,1.729,0.406,0.382,0.088,0.2,-88.0,606,mundo
2283,mesa,0.842,0.655,3.324,0.177,0.872,0.341,0.141,-92.6,2312,mundo
2286,mesa,0.926,0.651,3.333,0.078,0.873,0.336,0.357,-93.9,2607,mundo
2286,silla,0.819,1.55,1.75,0.405,0.404,0.095,0.2,-85.3,655,mundo
2289,mesa,0.862,0.644,3.351,0.105,0.856,0.316,0.291,-96.6,2560,mundo
2289,silla,0.814,1.546,1.757,0.418,0.446,0.125,0.2,-82.1,799,mundo
2292,mesa,0.823,0.638,3.363,0.198,0.859,0.312,0.109,-101.5,2386,mundo
2292,silla,0.804,1.584,1.722,0.424,0.453,0.113,0.202,-80.3,898,mundo
2295,mesa,0.873,0.617,3.339,0.151,0.853,0.338,0.193,-96.8,2427,mundo
2295,silla,0.822,1.611,1.691,0.428,0.447,0.118,0.204,-84.1,843,mundo
2298,mesa,0.784,0.635,3.385,0.198,0.824,0.302,0.1,-104.8,2221,mundo
2298,silla,0.775,1.599,1.699,0.418,0.453,0.106,0.202,-83.6,634,mundo
2301,mesa,0.886,0.607,3.376,0.198,0.818,0.246,0.104,-102.2,2185,mundo
2301,silla,0.843,1.581,1.709,0.419,0.44,0.123,0.207,-86.9,760,mundo
2304,mesa,0.914,0.634,3.342,0.162,0.851,0.353,0.177,-96.8,2430,mundo
2307,mesa,0.893,0.622,3.377,0.198,0.829,0.275,0.108,-102.6,2485,mundo
2307,silla,0.849,1.55,1.736,0.412,0.406,0.111,0.214,-90.9,636,mundo
2310,mesa,0.928,0.621,3.344,0.162,0.829,0.315,0.172,-98.4,2367,mundo
2310,silla,0.859,1.501,1.761,0.412,0.457,0.093,0.211,-82.3,701,mundo
2313,mesa,0.904,0.626,3.355,0.105,0.831,0.314,0.288,-100.7,2414,mundo
2313,silla,0.813,1.517,1.763,0.403,0.452,0.117,0.207,-83.2,600,mundo
2316,silla,0.891,1.565,1.739,0.417,0.42,0.119,0.2,-81.3,628,mundo
2316,mesa,0.793,0.611,3.355,0.197,0.868,0.246,0.097,-104.3,2312,mundo
2319,silla,0.902,0.472,2.666,0.147,0.422,0.081,0.214,-89.4,582,mundo
2319,mesa,0.802,0.644,3.36,0.175,0.809,0.323,0.153,-103.1,2336,mundo
2322,silla,0.857,1.492,1.748,0.393,0.435,0.126,0.237,-84.9,756,mundo
2322,mesa,0.807,0.623,3.329,0.156,0.882,0.298,0.187,-100.4,2436,mundo
2325,silla,0.866,1.281,2.5,0.053,0.203,0.167,0.184,135.3,407,mundo
2325,mesa,0.828,0.64,3.359,0.177,0.836,0.308,0.153,-103.0,2439,mundo
2328,mesa,0.889,0.637,3.365,0.137,0.822,0.306,0.225,-103.1,2725,mundo
2331,mesa,0.913,0.633,3.359,0.18,0.851,0.307,0.134,-104.1,2425,mundo
2334,mesa,0.942,0.624,3.331,0.199,0.892,0.27,0.101,-104.0,2423,mundo
2334,silla,0.874,1.48,1.747,0.395,0.418,0.118,0.248,-87.7,856,mundo
2337,silla,0.786,1.509,1.754,0.411,0.42,0.086,0.224,-89.4,801,mundo
2340,mesa,0.823,0.654,3.386,0.204,0.833,0.211,0.097,-111.1,2471,mundo
2340,silla,0.793,1.518,1.743,0.408,0.41,0.105,0.231,-90.5,887,mundo
2343,mesa,0.836,0.62,3.328,0.196,0.694,0.176,0.125,-105.6,2436,mundo
2346,silla,0.822,1.479,1.629,0.389,0.13,0.116,0.259,-107.8,499,mundo
2349,silla,0.777,1.502,1.613,0.406,0.085,0.127,0.219,-115.4,402,mundo
2349,silla,0.565,0.748,1.065,0.174,0.298,0.099,0.237,-99.0,522,mundo
2349,mesa,0.543,0.666,3.339,0.157,0.786,0.248,0.191,-101.6,2504,mundo
2352,silla,0.793,1.457,1.628,0.391,0.125,0.121,0.251,-94.4,481,mundo
2355,silla,0.83,1.494,1.775,0.398,0.434,0.086,0.226,-85.8,796,mundo
2355,mesa,0.741,0.655,3.339,0.173,0.75,0.209,0.175,-101.7,2110,mundo
2358,silla,0.837,1.516,1.619,0.402,0.117,0.067,0.236,-106.0,414,mundo
2358,mesa,0.818,0.671,3.329,0.202,0.734,0.26,0.106,-105.1,2137,mundo
2361,silla,0.839,1.515,1.851,0.457,0.286,0.044,0.109,-77.7,362,mundo
2361,mesa,0.836,0.667,3.33,0.203,0.762,0.233,0.102,-101.1,1953,mundo
2361,silla,0.477,0.986,1.015,0.223,0.331,0.176,0.271,71.8,617,mundo
2364,silla,0.807,1.196,2.571,0.047,0.244,0.104,0.229,-146.1,831,mundo
2364,silla,0.526,0.754,1.028,0.218,0.42,0.19,0.214,-65.7,545,mundo
2367,silla,0.899,1.098,2.68,0.103,0.349,0.147,0.22,145.4,602,mundo
2367,silla,0.703,0.967,0.552,-0.253,0.293,0.067,0.23,121.0,366,mundo
2370,silla,0.892,1.092,2.665,0.109,0.324,0.141,0.305,155.0,845,mundo
2370,silla,0.6,0.993,1.003,0.253,0.33,0.174,0.2,102.1,527,mundo
2373,silla,0.928,1.53,1.61,0.404,0.129,0.137,0.273,-133.8,553,mundo
2373,mesa,0.755,0.622,3.323,0.133,0.758,0.177,0.245,-89.4,1861,mundo
2373,silla,0.456,0.84,1.144,0.187,0.191,0.175,0.136,-68.8,269,mundo
2376,silla,0.888,1.531,1.612,0.404,0.139,0.14,0.269,-136.6,530,mundo
2379,silla,0.913,1.506,1.601,0.405,0.127,0.14,0.272,-107.2,571,mundo
2382,silla,0.888,0.559,2.821,0.138,0.26,0.085,0.192,164.8,639,mundo
2385,silla,0.882,1.501,1.622,0.412,0.156,0.107,0.29,-45.9,542,mundo
2385,ventana,0.506,1.688,1.599,0.816,0.191,0.127,0.123,-97.0,694,mundo
2388,silla,0.878,1.522,1.625,0.412,0.115,0.149,0.289,-127.6,570,mundo
2388,ventana,0.47,1.709,1.583,0.831,0.245,0.128,0.123,-93.5,629,mundo
2391,silla,0.872,1.522,1.596,0.412,0.114,0.12,0.28,-73.9,494,mundo
2391,silla,0.585,1.014,0.51,-0.447,0.438,0.097,0.231,119.1,368,mundo
2394,silla,0.825,1.504,1.609,0.412,0.104,0.161,0.286,-115.8,644,mundo
2397,silla,0.885,1.534,1.597,0.42,0.114,0.158,0.278,-101.1,657,mundo
2400,silla,0.821,0.757,2.508,-0.147,0.356,0.223,0.156,-159.0,894,mundo
2403,silla,0.889,1.533,1.613,0.407,0.265,0.14,0.326,147.5,757,mundo
2406,silla,0.876,1.555,1.582,0.425,0.128,0.135,0.28,-88.5,688,mundo
2409,silla,0.841,1.502,1.628,0.402,0.258,0.109,0.336,144.7,806,mundo
2412,silla,0.894,1.529,1.613,0.404,0.271,0.12,0.326,160.0,661,mundo
2415,silla,0.834,0.448,2.705,0.111,0.411,0.1,0.301,-82.0,634,mundo
2418,silla,0.871,0.517,2.848,-0.064,0.319,0.105,0.614,161.9,1264,mundo
2421,silla,0.867,1.515,1.632,0.345,0.298,0.127,0.486,147.0,1039,mundo
2424,silla,0.785,1.495,1.655,0.383,0.307,0.137,0.407,146.9,954,mundo
2427,silla,0.761,1.572,1.581,0.426,0.122,0.133,0.307,-90.7,650,mundo
2427,silla,0.575,1.052,0.921,0.309,0.262,0.103,0.134,111.5,359,mundo
2430,silla,0.821,1.582,1.568,0.436,0.086,0.122,0.294,-109.6,594,mundo
2433,silla,0.797,1.594,1.576,0.419,0.219,0.083,0.3,164.9,528,mundo
2436,silla,0.822,0.495,2.852,-0.22,0.221,0.057,0.298,173.6,629,mundo
2439,silla,0.799,1.536,1.62,0.41,0.27,0.115,0.348,143.2,816,mundo
2442,silla,0.786,1.58,1.576,0.442,0.124,0.114,0.291,-115.7,719,mundo
2442,silla,0.541,0.714,1.104,0.182,0.222,0.162,0.215,-41.8,549,mundo
2445,silla,0.732,0.766,1.033,0.1,0.408,0.264,0.376,-108.5,907,mundo
2445,silla,0.7,1.607,1.582,0.426,0.166,0.109,0.315,-173.0,654,mundo
2448,silla,0.663,1.583,1.583,0.422,0.14,0.176,0.34,-89.0,843,mundo
2451,silla,0.44,1.537,1.614,0.421,0.23,0.117,0.359,-50.3,567,mundo
2454,silla,0.411,1.579,1.611,0.405,0.139,0.117,0.287,-61.6,594,mundo
2457,silla,0.591,0.5,2.862,-0.217,0.258,0.057,0.298,-179.0,736,mundo
2457,silla,0.478,0.7,1.024,0.192,0.345,0.186,0.2,-109.5,745,mundo
2460,silla,0.671,1.492,1.677,0.296,0.314,0.119,0.261,143.4,668,mundo
2463,silla,0.786,0.575,2.58,-0.097,0.345,0.224,0.072,-132.0,952,mundo
2463,silla,0.414,0.738,1.007,0.183,0.372,0.165,0.233,-105.8,818,mundo
2466,silla,0.635,0.541,2.826,-0.224,0.293,0.15,0.304,-174.4,896,mundo
2469,silla,0.526,0.565,2.853,-0.223,0.331,0.057,0.301,179.4,750,mundo
2472,silla,0.496,0.542,2.861,-0.212,0.287,0.056,0.301,-178.5,762,mundo
2475,silla,0.468,0.535,2.86,-0.217,0.273,0.049,0.333,179.9,631,mundo
2478,silla,0.513,0.528,2.58,-0.093,0.264,0.144,0.071,-119.0,616,mundo
2481,silla,0.485,0.53,2.856,-0.225,0.273,0.036,0.303,178.4,582,mundo
2484,silla,0.419,0.519,2.566,-0.097,0.235,0.097,0.079,-114.0,555,mundo
2487,silla,0.604,0.489,2.859,-0.212,0.183,0.04,0.298,179.8,602,mundo
2487,silla,0.406,0.717,1.039,0.169,0.442,0.152,0.233,-97.2,849,mundo
2490,silla,0.485,0.741,1.018,0.141,0.46,0.129,0.3,-95.9,895,mundo
2499,silla,0.576,1.651,1.777,0.732,0.443,0.142,0.158,-78.2,1092,mundo
2508,silla,0.673,0.727,1.009,0.178,0.509,0.139,0.226,-90.7,928,mundo
2511,silla,0.507,1.632,1.713,0.702,0.226,0.082,0.111,-83.0,625,mundo
2514,silla,0.676,0.556,2.541,-0.1,0.198,0.066,0.081,-126.8,421,mundo
2514,silla,0.578,0.738,1.033,0.203,0.431,0.226,0.177,-98.2,758,mundo
2514,mesa,0.403,-1.315,2.296,0.013,0.612,0.102,0.205,-66.8,1185,mundo
2517,silla,0.71,0.612,2.554,-0.098,0.305,0.075,0.075,-152.1,590,mundo
2517,silla,0.639,0.763,0.994,0.148,0.499,0.277,0.282,-94.3,1164,mundo
2520,silla,0.725,0.593,2.533,-0.095,0.266,0.063,0.078,-159.4,557,mundo
2523,silla,0.754,0.587,2.528,-0.089,0.273,0.053,0.075,-159.4,549,mundo
2523,silla,0.668,0.744,1.012,0.179,0.416,0.213,0.23,-100.3,695,mundo
2526,silla,0.543,0.568,2.525,-0.091,0.241,0.028,0.075,-156.0,372,mundo
2526,silla,0.512,1.252,0.352,-0.059,0.321,0.207,0.201,-81.0,720,mundo
2529,silla,0.673,0.542,2.526,-0.09,0.192,0.015,0.073,-149.4,264,mundo
2529,silla,0.427,0.71,1.003,0.172,0.439,0.169,0.234,-102.7,765,mundo
2532,silla,0.743,0.745,1.026,0.202,0.437,0.264,0.169,-112.5,701,mundo
2532,silla,0.641,0.526,2.522,-0.089,0.163,0.024,0.076,-145.7,216,mundo
2535,silla,0.61,0.456,2.479,0.111,0.047,0.038,0.175,-102.1,145,mundo
2535,silla,0.589,0.725,1.031,0.184,0.346,0.25,0.201,-119.5,781,mundo
2538,silla,0.704,0.483,2.493,-0.095,0.06,0.01,0.072,-166.3,130,mundo
2538,silla,0.538,0.694,1.056,0.186,0.338,0.173,0.194,-118.1,782,mundo
2541,silla,0.744,0.463,2.504,-0.142,0.076,0.042,0.16,168.2,187,mundo
2541,silla,0.446,0.753,1.048,0.153,0.422,0.236,0.272,-106.8,962,mundo
2544,silla,0.656,0.753,1.031,0.179,0.368,0.215,0.223,-109.2,817,mundo
2544,silla,0.579,0.47,2.497,-0.177,0.091,0.029,0.232,177.0,188,mundo
2547,silla,0.563,0.783,1.145,0.143,0.203,0.087,0.167,147.5,504,mundo
2547,silla,0.421,1.532,1.869,-0.137,0.111,0.113,0.416,-92.1,413,mundo
2550,silla,0.801,1.374,0.186,-0.04,0.413,0.253,0.156,-64.5,782,mundo
2553,silla,0.879,0.75,1.191,0.086,0.231,0.082,0.281,-49.6,690,mundo
2556,silla,0.906,0.704,1.065,0.17,0.343,0.192,0.224,-114.9,721,mundo
2559,silla,0.861,0.71,1.072,0.097,0.396,0.18,0.377,-106.6,843,mundo
2562,silla,0.918,0.709,1.053,0.147,0.417,0.171,0.285,-104.4,764,mundo
2565,silla,0.875,0.703,1.058,0.174,0.376,0.161,0.228,-104.1,729,mundo
2568,silla,0.831,0.706,1.065,0.129,0.387,0.162,0.312,-104.4,717,mundo
2571,silla,0.809,1.322,0.233,-0.032,0.395,0.226,0.162,-84.9,954,mundo
2574,silla,0.789,0.72,1.074,0.094,0.437,0.164,0.395,-96.6,1085,mundo
2577,silla,0.642,0.731,1.077,0.106,0.413,0.161,0.368,-96.6,1150,mundo
2580,silla,0.625,0.694,1.062,0.171,0.395,0.086,0.232,-102.9,746,mundo
2583,silla,0.56,0.708,1.062,0.16,0.394,0.133,0.247,-103.9,988,mundo
2586,silla,0.828,0.708,1.101,0.116,0.438,0.138,0.339,-109.5,944,mundo
2589,silla,0.729,1.228,0.417,-0.072,0.416,0.194,0.237,-80.4,675,mundo
2592,silla,0.616,0.738,1.066,0.181,0.388,0.208,0.212,-101.7,832,mundo
2595,silla,0.519,0.71,1.075,0.028,0.391,0.152,0.516,-102.4,1120,mundo
2601,silla,0.493,0.72,1.084,0.091,0.397,0.205,0.387,-101.8,923,mundo
2604,silla,0.728,0.716,1.088,0.169,0.389,0.182,0.226,-102.6,938,mundo
2607,silla,0.758,0.742,1.086,0.168,0.378,0.227,0.237,-100.8,877,mundo
2610,silla,0.457,0.741,1.083,0.17,0.407,0.211,0.245,-95.6,979,mundo
2613,silla,0.503,0.694,1.087,0.181,0.413,0.105,0.224,-99.2,783,mundo
2640,silla,0.51,0.741,1.094,0.137,0.387,0.252,0.299,-99.0,1006,mundo
2706,mesa,0.422,-1.34,1.662,0.086,0.221,0.091,0.329,168.6,833,mundo
2721,mesa,0.404,-1.374,1.487,0.025,0.609,0.206,0.556,-48.6,2759,mundo
2730,mesa,0.484,-1.405,1.27,-0.446,0.21,0.225,0.825,176.1,2006,mundo
2754,mesa,0.605,-2.824,1.249,0.02,0.138,0.073,0.1,177.1,318,mundo
2757,mesa,0.729,-2.828,1.242,0.017,0.14,0.076,0.138,178.2,355,mundo
2760,mesa,0.766,-1.311,1.638,0.066,0.373,0.065,0.119,-84.1,461,mundo
2805,mesa,0.499,-1.322,1.408,0.164,0.316,0.136,0.421,-149.9,1242,mundo
2829,mesa,0.449,-1.378,1.67,0.178,0.219,0.196,0.187,151.2,1020,mundo
2844,mesa,0.528,-2.974,1.236,0.09,0.61,0.181,0.153,173.1,1619,mundo
2847,mesa,0.663,-1.393,1.686,0.067,0.292,0.248,0.397,131.1,1362,mundo
2850,mesa,0.573,-1.403,1.669,0.05,0.313,0.213,0.44,-52.6,1884,mundo
2853,mesa,0.65,-1.392,1.67,0.056,0.293,0.256,0.426,140.0,1926,mundo
2856,mesa,0.573,-1.399,1.684,0.029,0.35,0.211,0.476,-61.0,1960,mundo
2859,mesa,0.587,-1.408,1.679,0.05,0.327,0.196,0.448,-57.5,1919,mundo
2862,mesa,0.646,-1.383,1.677,0.03,0.273,0.197,0.471,136.1,2001,mundo
2865,mesa,0.526,-1.383,1.67,0.096,0.268,0.239,0.343,143.1,1903,mundo
2868,mesa,0.64,-4.691,1.827,-0.386,0.65,0.224,0.206,-175.5,1573,mundo
2871,mesa,0.707,-1.368,1.684,0.033,0.247,0.209,0.458,141.6,1405,mundo
2874,mesa,0.561,-1.365,1.674,0.037,0.261,0.226,0.446,137.8,1792,mundo
2880,mesa,0.429,-1.378,1.691,0.045,0.235,0.216,0.421,159.0,1083,mundo
2919,mesa,0.504,-2.815,-0.385,0.755,0.577,0.189,0.331,165.4,2111,mundo
2922,mesa,0.517,-2.953,-0.352,0.806,0.302,0.194,0.195,160.6,1060,mundo
2925,mesa,0.619,-1.333,1.404,0.177,0.408,0.072,0.242,-94.4,877,mundo
2931,mesa,0.537,-1.336,1.382,0.159,0.369,0.058,0.255,-96.0,889,mundo
2934,mesa,0.49,-1.339,1.373,0.091,0.36,0.084,0.388,-96.9,928,mundo
2943,mesa,0.48,-1.352,1.341,0.135,0.306,0.119,0.282,-102.0,805,mundo
2946,mesa,0.489,-4.475,0.039,0.082,0.441,0.21,0.314,-69.5,1511,mundo
3003,mesa,0.615,-2.227,0.638,-0.453,0.198,0.051,0.11,-149.9,406,mundo
3006,mesa,0.452,-2.189,0.621,-0.475,0.186,0.086,0.212,174.6,448,mundo
3060,mesa,0.446,-0.857,-0.231,-0.004,0.497,0.275,0.253,-89.9,5233,mundo
3081,mesa,0.551,-1.682,-0.454,-0.008,0.845,0.281,0.367,165.6,6601,mundo
3243,mesa,0.447,0.99,-1.503,0.556,0.341,0.103,0.339,178.0,2619,mundo
3258,silla,0.706,1.379,-0.236,0.047,0.093,0.046,0.061,152.6,118,mundo
3261,silla,0.76,1.381,-0.24,0.053,0.09,0.042,0.053,149.0,133,mundo
3264,silla,0.705,1.039,-0.164,-0.024,0.094,0.03,0.028,-131.1,193,mundo
3264,mesa,0.403,0.992,-1.512,0.565,0.358,0.094,0.349,173.8,2422,mundo
3267,silla,0.703,1.051,-0.169,-0.021,0.091,0.066,0.034,-115.1,201,mundo
3270,silla,0.718,1.372,-0.212,0.288,0.127,0.032,0.05,-104.8,164,mundo
3270,mesa,0.492,1.211,-4.548,0.04,0.362,0.276,0.765,-121.4,2245,mundo
3273,silla,0.69,1.04,-0.175,-0.027,0.111,0.065,0.048,-137.1,220,mundo
3276,silla,0.675,1.034,-0.169,-0.027,0.1,0.053,0.043,-118.4,216,mundo
3279,silla,0.668,1.387,-0.223,0.285,0.127,0.049,0.068,-115.0,229,mundo
3282,silla,0.655,1.039,-0.186,-0.056,0.103,0.069,0.103,-142.6,220,mundo
3285,silla,0.652,1.035,-0.18,-0.059,0.109,0.058,0.113,-126.5,280,mundo
3288,silla,0.652,1.047,-0.19,-0.056,0.109,0.07,0.11,-135.3,353,mundo
3291,silla,0.703,1.036,-0.182,-0.066,0.094,0.04,0.116,-111.6,207,mundo
3294,silla,0.763,1.032,-0.184,-0.083,0.105,0.045,0.149,-106.5,284,mundo
3297,silla,0.74,1.033,-0.187,-0.09,0.109,0.048,0.172,-107.3,319,mundo
3300,silla,0.71,1.023,-0.189,-0.09,0.104,0.046,0.169,-103.7,250,mundo
3303,silla,0.707,1.017,-0.19,-0.088,0.1,0.045,0.163,-101.8,281,mundo
3306,silla,0.712,1.405,-0.208,0.293,0.148,0.028,0.059,-116.3,217,mundo
3309,silla,0.657,1.016,-0.186,-0.074,0.109,0.042,0.141,-108.4,288,mundo
3312,silla,0.465,1.022,-0.178,-0.085,0.136,0.042,0.156,-120.1,369,mundo
3315,silla,0.581,1.047,-0.168,-0.09,0.181,0.065,0.168,-127.5,493,mundo
3318,silla,0.566,1.456,-0.114,0.047,0.336,0.04,0.085,-126.2,579,mundo
3321,silla,0.787,1.464,-0.111,0.052,0.348,0.059,0.098,-123.1,680,mundo
3324,silla,0.882,1.051,-0.13,-0.09,0.257,0.105,0.182,-116.9,885,mundo
3327,silla,0.808,1.433,-0.087,0.299,0.388,0.06,0.06,-113.3,539,mundo
3330,silla,0.815,1.442,-0.065,0.303,0.431,0.055,0.059,-110.7,640,mundo
3333,silla,0.915,1.434,-0.065,0.167,0.509,0.167,0.339,-97.1,1966,mundo
3336,silla,0.915,1.435,-0.067,0.167,0.501,0.13,0.329,-98.2,1756,mundo
3339,silla,0.877,1.422,-0.071,0.161,0.494,0.132,0.327,-95.9,1764,mundo
3342,silla,0.692,1.401,-0.048,0.162,0.45,0.064,0.322,-97.2,1482,mundo
3345,silla,0.806,1.41,-0.049,0.162,0.453,0.062,0.325,-95.5,1722,mundo
3348,silla,0.594,1.413,-0.048,0.163,0.45,0.069,0.323,-95.5,1838,mundo
3354,silla,0.555,1.395,-0.183,0.296,0.172,0.049,0.048,-88.5,342,mundo
3399,silla,0.468,1.398,0.107,0.219,0.242,0.148,0.033,77.1,454,mundo
3408,silla,0.406,1.148,0.624,0.238,0.135,0.028,0.155,-3.5,419,mundo
3414,silla,0.424,0.999,-0.055,-0.015,0.364,0.031,0.103,-100.0,724,mundo
3414,silla,0.402,1.308,0.493,-0.484,0.294,0.02,0.064,176.2,388,mundo
3417,silla,0.535,1.475,0.184,0.158,0.256,0.072,0.047,-78.3,513,mundo
3417,silla,0.473,1.439,0.535,-0.138,0.209,0.226,0.679,-50.1,1809,mundo
3420,mesa,0.484,1.459,0.48,-0.127,0.3,0.1,0.674,-77.5,2092,mundo
3423,silla,0.45,1.431,-0.233,0.158,0.33,0.198,0.094,-58.7,595,mundo
3429,silla,0.445,1.014,-0.054,-0.017,0.364,0.026,0.106,-97.4,726,mundo
3432,mesa,0.567,1.451,0.446,-0.123,0.307,0.154,0.677,-76.4,2446,mundo
3432,silla,0.425,1.461,0.179,0.154,0.253,0.073,0.036,-72.3,527,mundo
3435,silla,0.654,1.401,0.063,0.063,0.413,0.231,0.057,-92.5,894,mundo
3435,mesa,0.581,1.455,0.478,-0.128,0.369,0.139,0.675,-79.1,2402,mundo
3438,silla,0.562,1.462,0.13,0.204,0.298,0.218,0.052,60.9,599,mundo
3441,silla,0.698,1.406,-0.041,0.237,0.464,0.226,0.08,-92.9,1003,mundo
3441,mesa,0.458,1.459,0.468,-0.12,0.369,0.1,0.672,-78.9,2293,mundo
3444,silla,0.743,1.454,0.108,0.216,0.383,0.229,0.053,73.7,808,mundo
3447,silla,0.639,1.409,-0.027,0.231,0.492,0.226,0.104,-92.0,1107,mundo
3450,silla,0.425,1.41,-0.041,0.24,0.453,0.226,0.112,-90.2,909,mundo
3453,silla,0.467,1.426,-0.041,0.25,0.455,0.241,0.153,-88.1,1007,mundo
3456,silla,0.682,1.422,-0.033,0.225,0.494,0.244,0.163,90.6,1462,mundo
3456,mesa,0.591,1.37,0.455,-0.113,0.402,0.284,0.662,-65.3,2753,mundo
3459,silla,0.567,1.412,-0.043,0.238,0.459,0.218,0.111,-89.9,994,mundo
3474,silla,0.663,0.979,1.573,-0.47,0.528,0.044,0.35,-92.3,875,mundo
3477,silla,0.754,1.11,1.354,0.356,0.245,0.21,0.111,-74.3,726,mundo
3480,silla,0.558,1.141,1.367,0.371,0.304,0.209,0.095,-87.6,936,mundo
3480,mesa,0.544,1.439,-0.021,0.167,0.518,0.145,0.343,-99.8,2803,mundo
3483,silla,0.62,1.216,2.574,-0.499,0.567,0.042,0.3,-93.4,517,mundo
3483,mesa,0.502,1.421,-0.029,0.165,0.404,0.089,0.335,-91.1,1465,mundo
3486,silla,0.689,1.085,1.716,-0.466,0.394,0.047,0.172,-92.7,590,mundo
3489,silla,0.661,1.037,1.699,-0.471,0.456,0.056,0.282,-94.4,1030,mundo
3492,silla,0.573,1.139,1.357,0.343,0.258,0.152,0.091,-89.2,524,mundo
3495,silla,0.768,1.211,2.544,-0.515,0.549,0.017,0.261,-94.6,441,mundo
3498,silla,0.782,1.206,2.515,-0.507,0.652,0.039,0.224,-97.7,490,mundo
3498,silla,0.576,1.406,0.166,0.189,0.133,0.031,0.014,-120.0,148,mundo
3501,silla,0.854,1.507,3.019,0.805,0.204,0.101,0.171,-93.7,479,mundo
3504,silla,0.846,1.491,3.023,0.802,0.176,0.084,0.191,-95.6,443,mundo
3507,silla,0.822,1.615,3.37,0.478,0.361,0.274,0.105,-91.9,714,mundo
3507,silla,0.763,-1.272,4.933,-0.295,0.505,0.145,0.278,-6.8,1043,mundo
